"";"id";"module";"supermodule";"dim_1";"dim_2"
"2152";"Hist4h4";"12";"1";0,324213936695753;-3,01686183143913
"2153";"Ndrg3";"41";"1";1,6114973572585;1,39802583526314
"2154";"Tcp1";"38";"1";0,0921165493819105;0,857314432370074
"2155";"Tmem116";"31";"1";2,44472022331685;-3,56879368950187
"2156";"Ubald1";"36";"1";2,35155577934712;-0,748926793826215
"2157";"Tex2";"1";"1";1,98124976433247;-3,61316791702568
"2158";"Ap2m1";"22";"1";-0,246151015391649;2,61808379958809
"2159";"Hp1bp3";"15";"1";-1,01245288573772;-0,0690390222197701
"2160";"Islr";"51";"1";-0,0584142657426012;-5,64967331816017
"2161";"Gm32219";"17";"1";-1,70820431434184;-1,47202840973198
"2162";"Hnrnpd";"33";"1";3,03453727043599;-0,575807725680463
"2163";"Mc4r";"34";"1";2,89535565651387;1,68514283965767
"2164";"Mrps7";"11";"1";-0,706055209269823;2,41970523666085
"2165";"Tcf4";"17";"1";-1,83894245349437;-1,25427881408989
"2166";"Slc9a1";"1";"1";1,52225632942647;-3,23816410232841
"2167";"Pcmt1";"5";"1";0,372341111073195;1,61005863021553
"2168";"Pold4";"11";"1";-0,513471171489061;2,43422206710518
"2169";"Kirrel3";"34";"1";3,00426526344746;1,91228278945626
"2170";"Fbxo31";"10";"1";-4,15963880740672;2,83759387801827
"2171";"Anxa7";"5";"1";0,763823941120802;0,961016500698931
"2172";"Gm49708";"20";"1";0,460158303150831;-5,1053551786071
"2173";"Anxa4";"11";"1";-0,837179824939073;2,13430770705879
"2174";"Tmem65";"36";"1";2,1837663201186;-1,15956512619316
"2175";"Nap1l1";"29";"1";-0,55848102294475;0,897363508450396
"2176";"Gm36738";"10";"1";-4,23253957950145;2,87813075851143
"2177";"Ghr";"10";"1";-4,40881459437877;2,13012775252999
"2178";"Grpel1";"4";"1";0,292940333256422;4,3258598692292
"2179";"Hsph1";"1";"1";1,68463130272359;-3,17371693779289
"2180";"Wnt5a";"59";"1";-0,407024905314745;-4,06607071090996
"2181";"Sdhc";"28";"1";1,80639786995381;4,12988361190499
"2182";"Ace";"18";"1";2,84173484123677;2,08594592879952
"2183";"Ppp2r2a";"25";"1";2,03785224235982;-0,58898702789604
"2184";"Rnf152";"41";"1";2,08926291740864;1,17880662749947
"2185";"Srsf11";"13";"1";-0,106246277919115;-2,14081970382988
"2186";"Ikzf4";"25";"1";2,48270697868794;-0,0874063127165963
"2187";"Upp1";"19";"1";-2,12011049710781;0,0484379179352592
"2188";"Ssu72";"11";"1";-0,842245862117113;2,26604636977852
